Country,Latregion,Lat_mean,Long_mean,iso3Code,region,incomeLevel,wbLong,wbLat,population,landAreaSqkm,popDensity,popLargestCity,lifeExpectancy,gdpCapita,airTransport,carrierDepart,giniIndex,healthExpend,countryWB,soc_econ,huma_exem,lockdown,mov_rest,pub_health,soc_dist,CountryFree,WEBNAME,RegionFree,World Rank,Region Rank,2020 Score,Property Rights,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP),confirmedTotal,confirmZeroDays,confirmInfectDays,deathsTotal,deathsZeroDays,deathsInfectDays,recoveredTotal,recoveredZeroDays,recoveredInfectDays,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20
Mozambique,Lower,-18.665695,35.529562,MOZ,Sub-Saharan Africa ,Low income,32.5713,-25.9664,29495962,786380,37.508535313716,1635392,60.163,498.957220208652,540124,10479,54,4.94119822978973,Mozambique,26,0,0,12,26,19,Mozambique,Mozambique,Sub-Saharan Africa,160,37,50.5,34.9,31.7,23.2,74.1,69.6,40.3,55.3,41.7,72,78,35,50,3.5,32,32,23.1829744075243,31.8246666666667,30.339,39.181,3.3,5,1291.45,3.2,3.911,2711.125,100.425,156,60,60,0,120,0,48,73,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Lower,-22.9576,18.4904,NAM,Sub-Saharan Africa ,Upper middle income,17.0931,-22.5648,2448255,823290,2.97374558175127,404280,63.373,5931.45388611617,602893,14543,59.1,8.55095684528351,Namibia,13,0,6,6,11,20,Namibia,Namibia,Sub-Saharan Africa,96,7,60.9,58.9,58.5,46,65.7,58.1,28.7,65.6,84.9,75.9,83.2,65,40,0.9,37,34,30.1090100297141,37.3576666666667,2.414,27.106,-0.087,2.4,11228.75,23.1,4.294,195.801099294692,47.051,16,52,68,0,120,0,14,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,Lower,-6.315,143.9555,PNG,East Asia & Pacific,Lower middle income,147.194,-9.47357,8606316,452860,19.0043633794109,366862,64.263,2730.27479935873,964713,41545.1707849472,41.9,2.46927607804537,Papua New Guinea,14,0,3,22,14,18,Papua New Guinea,PapuaNewGuinea,Asia-Pacific,108,23,58.4,54.9,48.4,29.7,71.5,86.4,76.4,58.4,69.6,70.7,79.8,25,30,2.6,42,30,13.7,21.3163333333333,8.426,30.855,0.001,5,3662.03,2.4,4.74,335.186822972577,36.912,8,58,62,0,120,0,8,103,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Lower,-1.9403,29.8739,RWA,Sub-Saharan Africa ,Low income,30.0587,-1.95325,12301939,24670,498.659870287799,1057836,68.7,772.944459929187,1073528,18439,43.7,6.57159835100174,Rwanda,1,0,2,6,13,5,Rwanda,Rwanda,Sub-Saharan Africa,33,2,70.9,76.5,78.3,57.6,79.2,79.8,86.7,60.3,81.8,79.8,70.4,60,40,7.3,30,30,16.6,25.9706666666667,12.019,27.405,8.575,7.4,2280.09,1,1.364,398.470801951175,40.658,314,52,68,0,120,0,216,74,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,Lower,17.357822,-62.782998,KNA,Latin America & Caribbean ,High income,-62.7309,17.3,52441,260,201.696153846154,,,19275.4185126566,,,,5.0368070602417,St. Kitts and Nevis,14,0,8,7,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,63,57,0,120,0,15,91,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,Lower,13.9094,-60.9789,LCA,Latin America & Caribbean ,Upper middle income,-60.9832,14,181889,610,298.17868852459,,76.057,10566.0497458462,,,51.2,4.54588681459427,St. Lucia,13,0,5,8,24,5,Saint Lucia,SaintLucia,Americas,50,7,68.2,69.8,62.6,41.8,76.9,80.6,83.8,76.7,66.4,82,73.2,65,40,5.9,30,30,22.5,25.462,0.177,2.536,0.988,1.8,14354.8,20.9,1.931,135.135555555556,66.848,18,52,68,0,120,0,18,65,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,Lower,12.9843,-61.2872,VCT,Latin America & Caribbean ,Upper middle income,-61.2653,13.2035,110210,390,282.589743589744,,72.415,7361.4009618002,,,,4.48712520301342,St. Vincent and the Grenadines,0,0,0,0,19,2,Saint Vincent and the Grenadines,SaintVincentGrenadines,Americas,59,10,66.8,50.5,62.6,46.1,72.4,73.7,89,75.8,73.3,80.8,67.2,70,40,8.9,30,33,27.8,29.6016666666667,0.11,1.319,1.959,0.9,11956.34,19.8,2.388,100.46962962963,73.063,18,52,68,0,120,0,14,66,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Lower,-4.6796,55.492,SYC,Sub-Saharan Africa ,High income,55.4466,-4.6309,96762,460,210.352173913043,,72.8414634146341,16433.9352865158,455201,18671,46.8,5.0067350268364,Seychelles,1,0,3,17,16,11,Seychelles,Seychelles,Sub-Saharan Africa,72,4,64.3,68.3,46.4,53.3,76.8,58.9,93.2,65.3,62.8,78.6,82.6,55,30,3.7,15,33,31.6735115038211,37.0063333333333,0.095,2.913,3.597,4.6,30505.03,3,3.699,123.931,58.17,11,52,68,0,120,0,11,86,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,Lower,-8.874217,125.727539,TLS,East Asia & Pacific,Lower middle income,125.567,-8.56667,1267972,14870,85.270477471419,,69.26,1237.10268208254,,,28.7,3.88229340314865,Timor-Leste,10,0,0,5,12,5,Timor-Leste,TimorLeste,Asia-Pacific,171,40,45.9,45.2,12.6,32.5,96.3,5.3,19.9,64,58.9,76.5,75,45,20,2.5,10,10,13.1,56.1713333333333,1.269,6.653,0.8,1.9,5241.81,3,2.294,47.926,5.44,24,60,60,0,120,0,24,79,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Lower,1,32,UGA,Sub-Saharan Africa ,Low income,32.5729,0.314269,42723139,200520,213.061734490325,2986352,62.973,642.776744292007,21537,4832,42.8,6.18775598704815,Uganda,8,0,3,5,9,16,Uganda,Uganda,Sub-Saharan Africa,102,10,59.5,45.6,36.9,21.4,80.3,88.4,64.3,46,83.1,78,75.4,55,40,7.3,30,30,13.1,19.6736666666667,38.823,96.963,6.184,4.7,2497.56,1.7,2.625,1337.12815797908,42.152,264,59,61,0,120,0,65,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,Lower,16,108,VNM,East Asia & Pacific,Lower middle income,105.825,21.0069,95540395,310070,308.125245912213,8145361,75.317,2566.59694958511,47049671,283787,35.7,5.53212836384773,Vietnam,19,0,5,27,28,8,Vietnam,Vietnam,Asia-Pacific,105,21,58.8,52.6,40.1,33.8,79.5,75.9,58,65.6,62.5,68.2,79.6,40,50,2.7,35,22,18.6,28.3393333333333,94.575,710.307,7.076,6.6,7510.53,1.9,3.54,15500,57.542,324,1,119,0,120,0,263,10,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Central,23.6345,-102.5528,MEX,Latin America & Caribbean ,Upper middle income,-99.1276,19.427,126190788,1943950,64.9146264050001,21580827,74.992,9673.44367360619,64569640,590727,45.4,5.51654137670994,Mexico,8,0,3,15,15,20,Mexico,Mexico,Americas,67,11,66,58.3,34.7,36.7,76.1,79.3,87.5,67,58.4,70.9,87.6,75,60,1.2,35,30,16.2,26.2846666666667,124.738,2569.806,1.994,2.6,20601.66,3.3,4.898,31604.294,53.565,56594,37,83,6090,57,63,38419,41,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2,4,4,4,8,1,8,13,10,19,15,31,16,33,20,39,40,23,36,74,43,37,60,104,36,26,145,113,99,152,84,46,83,135,163,127,113,89,93,117,236,197,257,199,193,112,108,353,294,257,290,278,132,155,334,424
India,Central,21,78,IND,South Asia,Lower middle income,77.225,28.6353,1352617328,2973190,454.938072575247,28513682,69.416,2009.97885727039,164035637.545,1200111.363,37.8,3.53495962917805,India,23,0,7,20,31,5,India,India,Asia-Pacific,120,28,56.5,63,64.1,47.2,79.4,77.9,13.1,65.6,41.2,73,73.4,40,40,5.8,30.9,32.44,7.3,27.1336666666667,1334.22,10505.288,7.053,7.6,7873.73,2.6,3.48,42285.6895951964,69.794,112028,8,112,3434,49,71,45422,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,-1,3,3,0,2,8,0,4,3,5,3,23,14,0,14,13,37,14,28,48,20,42,43,27,35,12,43,38,35,38,33,53,36,40,59,45,56,58,69,71,75,69,100,68,175,127,92,104,96,116,111,82,121,136,98,104,118,154,131,146,132
Egypt,Central,26,30,EGY,Middle East & North Africa,Lower middle income,31.2461,30.0982,98423595,995450,98.8734692852479,20076002,71.825,2549.13225178609,12340832,104473,31.5,5.28763681650162,"Egypt, Arab Rep.",5,0,0,10,9,8,Egypt,Egypt,Middle East and North Africa,142,11,54,48.5,51.2,34,86.1,69.9,2.8,62,51.5,61.3,70.2,60,50,7.4,25,23,15.2,31.677,96.98,1296.286,5.314,4.2,13366.47,11.4,20.86,6797.6,92.618,14229,23,97,680,46,74,3994,37,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,2,2,4,5,1,1,3,6,6,4,1,5,6,6,8,5,7,7,9,9,15,17,11,13,5,14,5,13,9,19,15,11,14,12,11,7,13,10,20,22,21,12,14,9,14,7,16,17,13,21,11,11,8,11,12,15,21,20,18,15,14,21
Algeria,Central,28.0339,1.6596,DZA,Middle East & North Africa,Upper middle income,3.05097,36.7397,42228429,2381740,17.7300750711665,2693542,76.693,4114.71506136896,6442442,77463,27.6,6.37432187795639,Algeria,2,0,7,20,4,9,Algeria,Algeria,Middle East and North Africa,169,14,46.9,37.9,35,28.3,75.4,52.6,17.3,63,50.5,76.2,66.2,30,30,9.4,35,23,26.6,39.7616666666667,42.582,657.462,2.059,2.8,15439.92,12.2,4.27,1506.31688577439,36.872,7542,34,86,568,50,70,3968,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,2,4,2,0,2,2,4,1,3,2,4,9,14,28,19,25,22,21,20,12,30,21,19,18,20,13,10,12,16,3,8,9,8,10,5,8,4,6,7,5,7,6,3,6,4,2,5,6,7,5,6,8,5,8,7,7,7,6,6,7,6,7
Dominican Republic,Central,18.7357,-70.1627,DOM,Latin America & Caribbean ,Upper middle income,-69.8908,18.479,10627165,48310,219.97857586421,3172152,73.892,8050.63160184635,11903,1170,43.7,6.13639503717422,Dominican Republic,9,0,0,15,12,4,Dominican Republic,DominicanRepublic,Americas,95,19,60.9,55.8,18.2,31.2,84.5,90.5,82.4,50.3,57.5,73.5,76.6,70,40,4.2,25,27,13.9,17.841,10.271,189.237,7,6.6,18424.61,5.8,3.564,2535.3,41.64,13477,39,81,446,55,65,7142,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,4,0,10,8,11,3,9,6,3,8,0,14,4,12,10,10,8,9,38,4,6,6,7,4,17,9,9,10,15,5,2,6,5,4,4,7,8,12,13,7,13,8,8,11,7,5,3,5,9,7,13,2,4,0,6,7,5
Bangladesh,Central,23.685,90.3563,BGD,South Asia,Lower middle income,90.4113,23.7055,161356039,130170,1239.57931166936,19578421,72.32,1698.26280233547,5984155.21211717,101383.465723099,32.4,2.27424874901772,Bangladesh,6,0,4,12,4,0,Bangladesh,Bangladesh,Asia-Pacific,122,29,56.4,41,36.1,26.6,72.7,94.3,76.8,52.3,68.4,70,63.6,45,30,10.7,25,45,9.1,13.7406666666667,164.877,761.699,7.727,7.1,4619.79,4.3,5.564,3613.3,34.759,26738,46,74,386,56,64,5207,54,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,2,1,3,5,3,1,6,3,4,5,7,4,10,15,9,7,10,9,10,7,4,9,5,7,3,8,5,2,5,2,5,1,3,13,7,8,14,11,11,19,14,15,16,14,21,21,16
Saudi Arabia,Central,24,45,SAU,Middle East & North Africa,High income,46.6977,24.6748,33699947,2149690,15.6766543082956,6906595,74.998,23338.9634580718,39141659.999,254063.746947842,,5.23025318980217,Saudi Arabia,0,0,5,34,1,7,Saudi Arabia,SaudiArabia,Middle East and North Africa,83,9,62.4,64.6,72.3,49.6,99.8,61.8,19.3,66.6,63.3,81,75.4,45,50,4.8,2.5,2.5,3.38483623653337,35.701,33.203,1857.525,2.215,2.2,55943.86,5.9,2.483,3208.811,19.078,62545,40,80,339,62,58,33478,48,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0,2,6,5,4,4,5,4,3,0,3,3,5,7,6,8,6,4,4,5,5,6,6,5,7,6,9,3,5,8,5,5,7,7,8,7,9,9,10,10,10,7,9,9,9,10,9,10,10,8,9,10
United Arab Emirates,Central,24,54,ARE,Middle East & North Africa,High income,54.3705,24.4764,9630959,71020,135.609110109828,2785376,77.814,43004.9533584848,95533069,455957,32.5,3.33428233861923,United Arab Emirates,1,0,4,14,10,5,United Arab Emirates,UnitedArabEmirates,Middle East and North Africa,18,1,76.2,80.3,84.6,64.6,99.2,72.1,94.1,78.6,81.3,79.6,80.4,40,60,4.8,0,0,9.2,30.5033333333333,10.43,723.676,1.692,3,69381.71,2.6,3.08,10385.286,18.67,26004,7,113,233,58,62,11809,21,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,2,0,1,1,0,1,1,0,2,2,4,2,3,3,5,2,2,0,4,2,3,6,4,8,7,5,6,7,9,7,6,8,7,11,9,11,8,9,11,13,3,2,3,2,2,4,6,4,3,6
Kuwait,Central,29.5,47.75,KWT,Middle East & North Africa,High income,47.9824,29.3721,4137309,17820,232.172222222222,2989270,75.398,33994.4065667831,6464847,46450,,5.2913848310709,Kuwait,10,0,2,14,23,17,Kuwait,Kuwait,Middle East and North Africa,79,8,63.2,57.1,47,46,97.7,22.4,99.6,61.3,62.2,73.2,76.4,55,60,4.3,0,15,1.4,50.8723333333333,4.574,306.441,1.74,0.5,67000.19,2.1,0.7,345.541657835475,14.8,17568,33,87,124,73,47,4885,46,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,2,2,2,1,1,4,1,2,1,1,2,4,3,5,2,0,2,2,3,2,9,7,10,7,6,8,11,5,6,3,3
Cuba,Central,22,-80,CUB,Latin America & Caribbean ,Upper middle income,-82.3667,23.1333,11338138,104020,108.999596231494,2136468,78.726,8821.81889125004,560754.332,8733.666,,11.7113269865513,Cuba,4,0,2,9,13,4,Cuba,Cuba,Americas,178,31,26.9,20.1,10,38.7,49.5,0,14.8,20,20,64.1,65.6,10,10,7.2,50,30,40.6,64.8033333333333,11.3,155.858,2.3,2,13750,2.3,6.9,1542.18,51,1900,50,70,79,56,64,1573,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,2,1,2,1,3,0,1,2,3,0,3,3,4,1,2,2,2,2,3,6,2,3,2,2,0,3,3,2,1,2,0,0,4,1,0,3,0,1,1,0,0,0,0,0,0,0
Niger,Central,17.6078,8.0817,NER,Sub-Saharan Africa ,Low income,2.1073,13.514,22442948,1266700,17.7176505881424,1213781,62.024,413.980304962089,14713,471,34.3,7.73996263742447,Niger,6,0,0,12,6,7,Niger,Niger,Sub-Saharan Africa,137,25,54.7,45.6,42.6,33.4,76.7,79,44.7,55.4,47.9,74.8,61.2,55,40,11.9,35,30,14.4,26.4686666666667,19.339,23.531,5.173,5.4,1216.76,0.3,3.005,460.141644126967,55.139,920,58,62,58,63,57,738,74,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,3,2,0,1,0,0,0,0,1,0,2,0,0,4,1,1,0,0,2,2,0,3,2,0,2,1,0,1,2,1,1,1,0,4,2,1,1,0,1,2,1,1,0,3,1,0,3
Mali,Central,17.570692,-3.996166,MLI,Sub-Saharan Africa ,Low income,-7.50034,13.5667,19077690,1220190,15.635015858186,2446749,58.893,899.659908096615,0,0,33,3.79398502409458,Mali,6,0,0,4,5,10,Mali,Mali,Sub-Saharan Africa,126,20,55.9,36.1,32.7,20.7,69.2,85.8,73.6,49.2,52.2,81.6,65,65,40,10,40,35,16.1,21.7866666666667,18.542,44.203,4.9,5.9,2383.96,9.6,1.734,365.917191045323,36.618,931,63,57,55,67,53,543,73,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,2,0,0,0,2,1,3,0,0,0,0,1,0,0,3,4,0,0,2,0,1,1,1,0,0,1,2,3,0,0,3,2,1,1,1,4,2,0,2,4,0,1,2
Oman,Central,21,57,OMN,Middle East & North Africa,High income,58.5874,23.6105,4829483,309500,15.6041453957997,1446563,77.633,16415.1572780989,10438241,76672,,3.849071636796,Oman,1,0,1,18,6,6,Oman,Oman,Middle East and North Africa,75,6,63.6,66.4,66.2,64.6,98.4,36.2,14.8,74.6,56.9,78.4,81.6,65,60,1.7,0,12,4.2,46.1333333333333,4.261,198.486,2.087,2.4,46583.97,3.1,0.9,4190.505,50.929,6043,33,87,30,69,51,1661,38,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,0,0,0,0,1,2,1,1,3,2,3
Haiti,Central,18.9712,-72.2852,HTI,Latin America & Caribbean ,Low income,-72.3288,18.5392,11123176,27560,403.59854862119,2636763,63.66,868.34202469407,,,41.1,8.03550109267235,Haiti,12,0,3,5,5,5,Haiti,Haiti,Americas,153,27,52.3,16.4,23.3,22.3,80.2,89.4,96.3,33.6,62.3,61.5,67,45,30,6.5,30,30,13.3,18.8,11.117,20.726,1.484,1.6,1864.35,13.5,13.478,105,33.02,596,58,62,22,74,46,21,67,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,3,1,0,2,2,0,0,0,1,0,1
